"V1","V2","V3","V4","V5"
33685,35284,3911,29638,3081
23370,34450,43236,36679,36897
24347,24496,31731,13274,37511
38078,10293,44544,38180,17527
30491,25327,35728,44456,33514
17450,9989,41351,35827,28859
7423,14436,25367,31655,25862
2254,3541,21773,7926,35081
45141,4625,13319,27768,24708
40163,38549,5900,18351,38132
39612,34440,41508,37615,22214
22350,2339,13204,18034,24207
12124,6401,17260,42139,27124
16271,15517,25898,27811,46340
14516,38552,2644,23660,14351
37468,8163,9697,36820,11826
34501,35225,27182,8757,42952
35561,32972,7233,15378,25080
5836,19887,9935,33438,14705
27660,29957,13924,2151,27504
30731,20106,18517,12557,40154
842,36917,35825,37241,938
22076,19112,9189,23491,43776
32153,41713,18400,15601,10431
22419,8332,16763,24451,30848
15907,39513,14998,34848,41136
12480,44928,13008,6008,23454
6994,20566,6832,14503,20607
11043,10143,40698,8760,32983
45135,29138,31906,12740,32926
42496,22859,41782,17333,9545
35629,28719,12894,21326,43645
15782,21190,44441,44640,21602
26476,4211,32025,44425,20337
15697,36511,34522,18658,25591
40671,40245,28106,45784,14045
42029,29584,14791,41135,45270
5223,3955,3100,36665,39256
32656,39064,37914,40435,26673
2857,27337,44582,4295,4314
17319,23032,39586,31814,12545
34706,31567,24520,35142,3768
26215,23560,42433,8299,1556
7031,1138,8033,28042,38808
45273,41530,1942,15727,41614
683,2896,7755,46357,17562
30299,6896,33400,34650,10518
45068,17402,12668,26863,7321
10907,39403,45936,25899,27642
40432,40196,14309,6505,20672
4946,7148,38551,14063,10158
7647,30741,33975,5283,5353
34466,18400,6611,7685,26356
1376,44269,17640,15427,32704
6705,45164,34377,2059,32884
22768,4213,41990,28820,37027
7475,9999,18923,39572,45136
23808,45351,44522,8327,8194
17478,2819,35141,45757,4586
38664,28254,42011,42293,17584
15487,40416,1668,37713,24527
19371,36689,33798,232,15719
39834,33030,19526,24589,22254
5815,7602,5813,16157,10400
32673,683,16929,18315,43852
25743,12332,25131,31983,3217
44834,19976,18562,21793,25766
41314,18242,5807,9351,32988
9535,16513,12414,29693,32218
17182,8922,961,2184,3571
14167,20074,28755,21813,45623
20239,21403,26781,45319,27818
34787,26160,34046,25603,17060
31090,25739,9248,35724,13042
6315,8000,46009,6451,2122
648,36473,18047,41545,31135
32757,45305,44497,18665,27790
26972,27123,30484,38892,35008
31604,32551,43999,19215,7212
14934,1583,33187,45154,34698
2043,657,15141,20492,32561
24787,18964,30449,34060,23312
39974,7778,37679,40678,34761
35902,6466,27793,32523,26705
8205,15907,20208,13384,38235
4366,30469,33804,23024,45445
15074,10422,7173,1623,43800
36527,3154,30130,18098,43488
9550,34345,15635,27291,32151
9272,10213,30522,26587,35681
17546,3340,25260,24039,12807
11093,14831,10675,23483,36912
38079,26952,39357,696,33683
10841,3434,14249,43010,14205
39552,5290,39731,5047,18349
17130,35417,43763,11246,9373
30032,14252,13753,37885,22096
16442,516,5606,3171,32250
19173,37142,6090,25734,28719
41918,26785,32543,6918,23535
3422,22028,34246,35599,20870
23613,22233,23424,27051,1638
21349,30614,23094,13226,14508
8555,9880,33808,35597,9720
28483,37550,19807,16992,9176
7677,35253,29125,33011,8828
25039,46211,39110,22533,43400
17540,14414,32602,22241,21060
4316,34567,28442,22974,4803
42114,24002,39629,7012,2756
38039,24837,3008,7085,38428
34545,24219,24750,23681,9592
377,3033,32612,41297,13592
6412,15490,18141,17809,30955
32964,16408,9261,10037,3718
1335,26481,40203,24969,27025
8227,1009,2254,31685,27575
10926,10524,15681,5134,10694
45199,19381,3274,17315,44146
5097,45783,41120,5335,23046
34160,42544,42005,27913,28732
11957,35582,43662,33947,23743
14013,15977,24923,7463,39606
33951,20482,2940,35065,1002
15211,45209,40943,35367,38981
40470,38313,43587,14177,781
10225,17548,39058,13132,18280
27161,12434,3934,30449,38478
22930,40648,7389,30392,13893
43267,20834,20805,41467,3712
11542,15146,4058,33256,39018
35337,35155,32935,9713,46182
1065,39996,45739,25875,20362
3018,27270,8845,3787,2966
21155,1402,15718,37944,26743
18689,43621,38089,11438,44866
18707,42497,270,43235,34696
42965,21974,33900,28682,28813
29397,43134,21163,12416,39575
203,10879,1406,41723,6880
18139,11746,8392,37267,427
21411,20748,31798,4419,43077
14929,44762,12328,26802,16791
11386,32726,30176,24335,9100
45353,19435,28030,39972,44988
39702,6736,26639,42752,5703
29857,7217,26552,8009,39167
29189,34432,39230,12650,8798
7673,4127,28302,38155,11503
8114,24641,37988,18392,17650
40594,22432,12287,4936,4914
34461,43468,13197,34534,36388
8930,19593,38435,39810,45038
26624,43298,42232,10332,30952
28179,3285,4415,14226,37432
23975,42974,16704,45929,9902
38472,4095,27615,7917,17436
1110,43248,18840,36220,9964
24051,3574,15047,4905,23836
8727,13939,38599,4189,31311
44357,33042,21830,39889,35278
8097,9088,43039,37876,7811
4162,34794,5166,22681,38214
44410,1828,40077,30295,31840
24913,30487,11956,42740,17757
14122,36407,6712,36837,27548
23737,26778,43057,33401,45775
40744,31549,17297,26714,4622
20638,21024,8483,42641,12977
39173,616,40455,44241,26406
8707,18621,3092,44678,3482
26173,24578,38775,7870,32019
4410,11556,7563,16951,2492
25454,4325,36697,38366,19672
16055,12707,26273,25072,19190
641,2299,37469,2214,1599
25021,6714,17884,8320,17274
38895,11895,32184,13246,16093
24797,14503,11686,3472,17175
36622,29662,38307,6108,8931
9635,7957,26017,15490,32772
7262,36219,41586,32267,35176
34526,9361,32730,21540,10195
36746,37987,1397,3575,31926
10611,359,25049,26804,14944
30604,40924,34824,23972,45095
7933,18427,20863,4604,3859
43736,28643,39740,40867,31746
28841,25325,39759,3538,2035
43550,45477,4691,40978,17902
17602,41749,14653,23273,44817
30479,5234,19651,42900,13138
40431,30704,31028,20126,11613
20434,14972,43150,17765,2192
38622,29839,29488,5234,6845
29837,3657,3308,42923,5755
12803,38885,44658,27227,26606
21703,37609,22043,35279,26071
37697,35511,14909,11682,25611
31118,37840,12451,30100,46079
37000,19873,40918,45572,2051
43753,12420,11217,34721,28863
28982,15094,36949,17535,1984
11084,37563,15412,11119,25262
45899,11334,32000,10754,11815
19001,4814,12698,2798,31389
9816,24792,10024,35940,45315
5081,15649,28246,35428,38122
30027,3099,27052,45944,26475
7273,42795,22695,29364,40973
17284,31814,41574,23982,11748
41365,40032,36310,12667,18627
36497,29546,19658,26439,5238
22504,29958,45695,39004,24366
8442,40197,23750,6539,31565
15341,45797,23374,41677,6284
28140,9928,30654,3352,4026
2044,21706,1749,2725,43388
43893,17609,8179,18627,21528
16945,29473,36646,17882,34314
43603,44485,15983,41648,24183
20187,485,33184,29420,45429
11977,16177,6908,14797,35668
39193,29715,9180,16911,17900
38103,38948,26629,22515,33051
6502,40240,21737,28505,42964
17518,32136,4426,44178,27539
9769,45890,12348,6633,26571
14374,10629,29765,9638,28460
22089,41732,8886,32423,13032
43991,22106,46326,17066,27824
14175,16655,4613,14676,26177
7280,8780,3184,20,15934
19179,9697,34485,30443,27200
6888,29232,3489,36739,12067
21,5557,44385,13769,31535
26390,21804,43831,33537,43185
19926,10014,2143,441,30860
24448,9267,44484,17580,705
680,45977,19770,43610,44252
38019,30390,33112,44175,46306
15099,6797,15417,11005,44919
42339,33642,21776,9426,22988
27335,34688,23745,37263,2261
961,19380,9686,20450,27432
27930,20324,43796,19925,749
25791,21448,35514,21437,41924
36509,37013,44069,7244,3324
13492,27427,5474,5384,40041
40724,34816,33079,23247,37222
43780,16420,4949,23123,40627
41565,24085,19138,20897,24834
30636,37684,42991,6514,38935
9042,12760,8900,30672,42148
5122,4747,24106,30271,22906
36395,30761,33134,31416,40467
31209,26938,36926,28595,10701
10835,2263,1605,11181,12692
28887,1886,10349,41580,21208
30453,14707,40535,32116,32418
28912,26814,45932,44053,44239
40548,29763,3665,2488,43502
5260,45887,25627,27938,40463
13499,6059,742,28827,28798
23322,28025,37304,16960,40136
25060,24408,22662,23337,3750
31788,39093,10272,5570,36847
35146,10557,27021,25095,28967
8740,9201,12732,34037,5956
8459,44638,28923,25372,6056
13835,1354,29708,36558,14691
22912,43797,19845,20113,13748
29412,21301,32179,20432,23589
2941,6176,15212,5299,31393
14308,30514,43121,17716,13402
45000,14712,21446,44710,11135
3981,5660,36732,38619,28298
26908,35107,831,9637,29648
32658,4224,33912,156,6876
13692,43986,16055,19140,44187
8730,13750,11722,14489,16731
19111,7855,11348,7720,16566
45737,11121,6251,34860,3897
38439,28092,1551,13941,42438
44391,41955,1497,6846,23513
33448,26547,25405,10949,13182
3062,22562,4519,44409,13763
22846,16608,20456,32593,45355
31607,27245,16633,5292,32180
14064,45910,26509,3360,3641
22180,24660,43372,43279,6141
18781,34590,11617,5790,24632
23434,31827,33436,13520,37627
21323,465,19559,45123,30200
13173,28721,24040,39761,6497
18969,28501,32950,20975,3191
26930,3702,10053,23821,10768
42802,18144,25035,1478,37573
24204,19869,37430,31772,45928
26802,34122,17207,4192,29519
43836,27202,18231,6326,4413
614,1037,37165,15009,8984
13718,43396,9026,37073,15766
7625,42200,25052,45110,14927
20840,4431,10814,6525,41995
23787,1267,27023,10170,9802
37918,6132,10430,20915,18817
33357,24084,2110,26589,39640
10281,17169,8381,9972,5145
14373,11414,35094,41375,23602
43618,15504,25021,20686,21922
44887,11423,28987,44879,25524
11343,42203,41205,36549,37136
15800,38878,24620,6173,46037
4371,1856,1952,43703,27416
3094,32999,43680,31936,5198
7328,44616,21152,31095,5775
36975,6194,26752,12360,28921
5964,25049,26596,34242,8369
39467,23217,2436,24778,45553
5924,37246,14491,42403,15152
9863,28468,7910,1983,39924
9194,30491,3508,45010,6843
27880,6526,22000,7790,2157
37966,38052,36793,18166,25916
1348,37093,38235,30658,29894
9176,10339,24859,34606,5126
10677,28802,31711,40966,32885
38221,17917,9195,12524,38332
32503,17288,16515,13397,45044
9875,33514,28858,28089,8996
16536,2938,42566,37905,12034
26803,32636,28277,20395,26052
28169,29931,33317,27814,45154
1099,20123,22619,39476,385
25881,3248,25410,40142,9522
14914,44879,25727,6253,24600
23259,40388,27020,26375,28567
17436,9006,17464,9775,7590
43073,44203,24467,1554,30687
9174,27938,20251,30041,8211
38498,4040,12729,34611,30864
17165,14221,44410,834,15285
12917,20676,25642,12698,19490
2217,37482,10662,22606,12042
37459,24193,45418,45431,37973
8383,6308,24178,11876,1229
23120,40537,23350,1639,1869
16992,24401,42555,23894,43638
24053,18627,35898,31715,37922
32637,29937,45361,39466,11247
3852,12881,6845,15992,9291
10424,34651,22259,26660,46240
21258,3077,31327,20339,20342
8320,11779,25891,5962,41652
17508,34318,2583,6298,40070
32707,3756,31070,11400,19150
19002,34425,30236,1311,6187
851,1351,32187,32465,34564
22320,3946,42110,39762,35257
5537,30391,19120,33728,20548
12499,7702,13264,43329,319
5577,44861,14496,41057,31749
44359,26355,10395,13378,23945
4262,45780,33282,3730,23594
8568,22493,29382,3329,30806
14137,19767,33207,19805,15436
33816,40291,35421,39557,34567
5543,45141,44707,33201,36865
2550,19721,27810,29466,38415
43541,39793,42284,43851,8029
25847,36983,34995,25832,42165
44048,11676,37181,34739,36297
6274,17432,29394,26567,38163
11538,24381,41722,40579,18791
4190,27093,4493,17825,33896
20057,44226,20272,13350,15798
28306,39158,33942,41645,31418
15528,3885,23341,17159,1794
10426,17711,5829,19835,33762
23166,38910,39467,21258,43678
43745,33967,19787,36870,3933
35080,20363,34273,4875,33345
35046,45615,5719,35006,5938
25727,12088,11491,14888,32771
28131,37190,22962,43928,32453
29353,3317,8838,36289,28138
40509,10017,35964,34646,35072
25569,21756,37191,31708,26461
27433,1600,2347,16515,25613
36299,25336,18272,38254,6965
45825,34334,7723,3702,45178
6402,27758,3945,8914,14496
3125,34456,19001,32043,1692
27846,9116,6014,10325,39187
13151,15794,11459,32794,7155
18679,44911,26496,20087,40609
24714,35050,36198,4503,44384
11603,35731,12094,45759,29010
40976,41203,21843,11500,2892
16117,12982,9147,3264,19163
21243,10784,40081,2111,36585
14120,7175,17043,29092,10746
44619,16813,25393,21056,2638
33198,19681,27015,16786,31408
21189,44661,42359,32522,7319
8170,35298,31357,6744,41383
31764,10668,40595,30962,23658
45060,314,9999,35338,16174
40014,38193,1067,4209,9918
32835,21434,29768,46333,20732
38900,17893,10957,15826,35665
1791,11850,5576,26729,10264
35106,27438,15384,11570,1135
29125,828,20065,41601,23746
32,698,16849,26200,44796
15135,38529,17291,36779,31476
35449,39739,15775,25052,18452
44962,18554,43287,8847,30518
23873,10060,28790,30291,21139
6695,12474,31513,1518,35429
37789,15532,14110,38674,33414
22928,9938,38261,16182,6484
27434,20629,13351,4382,28743
32386,36348,28216,37306,43476
14136,12640,29707,21442,19177
14776,4880,18485,44783,14336
34874,28004,45373,1516,28377
15607,38993,44948,30738,46162
39018,39184,1923,30719,4252
34044,45446,44771,22469,18016
24759,34953,28808,280,16035
7633,17565,44512,28048,10142
33204,25128,8451,44317,44880
37636,26098,44426,19487,41643
2742,40146,36118,27099,3303
40963,24950,23143,1050,40918
28485,40489,4240,35359,29981
37754,24301,1139,16809,2182
32778,13166,37429,23181,8673
37617,20193,16578,17412,27999
21048,42729,5605,798,25485
12794,18567,1986,44235,14153
17492,13086,18126,433,124
42028,35530,10786,20276,16266
4546,13823,23238,8350,8816
9876,5623,2376,13161,14895
11308,10342,12250,29110,44256
17380,32754,18996,9566,38985
11332,31214,11623,24189,16037
46183,3609,18632,9002,9547
19684,16602,42269,14755,34
35320,52,15575,37821,29840
18320,46326,24534,9608,2684
12552,22513,45364,21499,37928
6786,35137,16103,44724,5844
45226,12517,16682,37164,900
27070,21909,20221,20937,19902
11239,36870,30885,38106,19466
13843,43085,37413,41123,2549
44697,7880,13965,39740,18573
46265,4720,22197,25147,12514
33549,19536,32145,9142,45598
3217,12923,27338,25093,42424
33124,8497,41813,3457,17575
9123,11120,26464,17847,19728
30324,27170,29929,3234,33197
28698,12349,45229,33889,43567
2049,1317,20180,27663,12505
39194,43988,11548,7401,40554
18515,8633,12305,17534,35138
39025,45553,2036,32667,5626
11024,11562,44643,23209,45867
30162,4433,19900,10384,41743
9827,209,8371,39974,26696
7606,44506,9673,14289,28411
10603,6777,300,33304,42997
28038,39642,11419,32383,4503
24146,10428,46017,13222,35186
10609,37725,24722,23223,26055
41880,43053,41190,4945,17869
34575,5203,38305,5620,9523
28640,44231,19953,35810,25717
32157,43192,15574,8509,34177
9680,1051,6939,29083,12194
1646,23313,41556,36128,26349
4420,38196,5881,9204,41810
36657,3439,6160,25985,2503
45252,40336,591,19538,7394
3844,246,37763,39409,27494
3520,41260,20531,3836,6005
10016,34217,5031,8762,36504
8514,15914,23409,17672,10128
7376,21425,24594,12947,23907
38680,2200,1155,40801,25960
5444,21268,39325,5820,6938
16930,23756,33779,35136,25526
30984,26646,8783,15335,11971
12965,7161,29782,32909,39492
34574,5130,15411,43202,41005
19489,2679,6167,8170,22635
27106,37214,19471,34445,44902
35252,7469,41821,11717,26129
20515,37639,44676,17371,32642
32001,39393,9313,24993,27644
15,3805,2850,19114,24598
32581,22396,43215,10628,32843
18329,25977,19838,38965,36512
38275,36063,28394,27486,22963
20304,36636,26453,26876,26562
13063,28010,28329,25040,25899
19483,42199,40095,41523,13485
3943,36427,5168,46031,20374
10897,19088,35618,29929,9993
25154,38216,5261,28205,24687
29134,1131,6901,35590,45662
32567,43818,33919,32060,40031
17257,38945,9681,6527,7351
40430,22984,31050,28974,20563
4729,19983,20542,6624,5455
1920,22306,20295,32490,36462
22497,4121,18866,27710,31296
42401,39009,46346,45527,26763
25419,30378,41383,43853,26178
43189,16257,33977,10787,33213
26759,44129,17648,29597,40269
16853,9946,6003,42509,39044
4013,32197,32873,12528,40044
1081,3897,2622,4147,14650
28824,37068,44418,43794,6967
18195,22778,4473,14796,1889
11986,17658,18511,16120,19348
6187,1742,25039,32580,880
21531,33061,39082,6999,14143
30679,17357,8430,26595,271
3606,27753,44796,24612,35328
35256,11410,27765,6814,24924
13997,8844,25593,22340,8159
18364,20476,693,14093,33021
38858,9379,19783,36349,23272
33518,924,32984,34595,9403
23723,43265,7947,38814,44143
29093,5667,41049,5548,4227
36041,39735,16397,18802,24513
8429,33224,34412,26517,25298
35977,20375,41835,45085,24909
3411,2280,9873,1061,31925
20318,1630,30843,28638,42053
32253,553,44303,7769,28372
23,43092,20912,12611,11336
37065,39799,36421,37177,40172
19866,38534,10802,5513,42492
276,4304,4373,37711,23898
8924,46131,16229,31989,15985
3415,30651,21646,27880,31784
9076,24356,39939,27664,12748
15704,2489,19794,327,38651
15588,32374,42658,43413,230
28734,12971,37756,27347,32312
14033,23035,4787,39993,7060
30102,30816,29718,21227,17675
7799,15150,26993,21479,36039
30323,5614,1827,43953,25393
12223,34025,14727,44861,17622
14915,6619,3559,11891,12524
45655,24764,33689,6811,45506
5597,27639,17516,9806,34078
1924,19772,31894,9032,35163
44829,35829,36495,12450,33961
978,25944,18979,5518,3822
35474,31325,26827,5884,4299
37053,23450,18218,12242,24263
45032,7493,40597,7020,46167
19336,1624,27515,2379,14627
2754,35832,12098,36298,6417
39537,8242,30925,7502,40407
22750,5772,17718,33581,812
30749,37678,6207,40042,4786
6512,41427,14445,40371,16841
25036,36886,1371,26137,37483
35392,11519,28223,4868,10843
38238,30899,38450,21439,15487
37660,13184,37994,2024,31486
42679,14337,45952,28608,9275
3300,1541,25451,32718,5331
18795,4420,39675,23446,17662
23849,43533,36023,2012,38484
38731,20448,10998,24299,15322
27355,774,39679,32759,32730
24962,40698,2346,17065,37929
38891,33788,19921,1077,40059
34350,581,24882,16187,2363
2067,10478,14780,20563,38192
36158,23072,30660,45852,26029
24699,42718,32367,17046,27944
41739,38107,2010,14971,28019
17617,15821,43711,4992,37777
27776,44505,33832,41951,39604
22677,40339,191,14060,19079
39094,19938,30801,40414,18906
36166,253,1812,8805,20855
4911,45505,10631,10141,23173
18927,36988,22791,19924,6891
36726,601,8270,16800,34250
43215,3774,7391,38187,4915
9344,8634,42585,41251,4804
30066,14542,36163,37334,15529
32114,11557,11719,14561,8095
24123,23854,12580,15923,1182
17452,23226,26239,38755,4440
20084,18396,23731,2948,13560
45730,25686,24491,20183,9618
15648,4949,5507,18529,14985
10805,26362,623,19419,24610
31687,13485,34292,7063,4250
41319,17361,7103,881,28386
14767,2624,17033,35558,30575
36031,3994,12749,27523,3408
16903,7289,23503,30328,7360
7234,36263,9983,31370,26557
29297,17979,33124,1873,37024
29863,25328,38847,15508,11473
25186,13232,10356,10536,26065
21657,718,36736,46015,44723
40209,11633,42861,33477,29744
11655,31173,40539,18573,38044
8823,19962,44155,38748,45322
